Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Browns,1.0,174.879344355,19610.6833566,Financial,58.293114785,No,336.415088281,Yes,Female,By_16:00,0.0611309120432,0.752679755213,7.9925925401,0.00159703427926,0.920300795697,9.07390425913,7157.0,32.4555345578,389.219040014,4142.58896283,46349.0821753,No,113175.111623,19.7286350266,215.98768355,66.3961525075,3466.38034613,60.0,45_and_up,1.0,590.297394263,6.0,Motorcycle_or_truck,Hightech,412.717498845,0.0,Yes
Yellows,8.0,-230.359041513,-9862.12503391,Healthcare,-76.7863471711,Yes,128.435918588,Yes,Female,By_16:00,0.775307961041,0.705940993503,6.66984732496,0.444659281056,1.68187870178,8.03571376717,5395.0,26.4933889266,544.852910744,2374.06500736,55407.6547103,Yes,16495.7851834,23.3420845415,382.935525111,27.1713294089,5829.35676471,80.0,Below_30,3.0,712.689716634,14.0,Foot_or_bicycle,Hightech,418.957010211,0.0,Yes
Greens,7.0,219.44608358,19935.2255644,Healthcare,73.1486945266,No,272.530161931,Yes,Female,By_16:00,0.068162409123,0.143535336712,2.42170155514,3.97603895282,4.00219597155,3.59124116367,4105.0,37.0876687346,502.645026941,3730.59167319,59303.0595498,No,,22.4197463621,261.332533298,65.1733808685,5433.88020547,80.0,30-45,3.0,793.94755439,11.0,Foot_or_bicycle,Industry_or_other,628.628027899,0.0,No
Whites,6.0,127.36704736,22724.9916525,Financial,42.4556824534,No,535.26384077,No,Male,By_16:00,0.882090620697,0.241645141272,5.19475636538,4.42711259704,4.36448670458,9.99243017053,8743.0,93.6755724251,475.522593067,6303.68359384,58599.5259327,No,286507.379236,21.8064805291,42.9648645224,43.7637142604,1854.94065503,60.0,30-45,3.0,730.5887438,7.0,Foot_or_bicycle,Services_or_Retail,498.184051925,2.0,
Greys,4.0,546.985391192,91368.9261612,Military,182.328463731,No,501.122667803,No,Female,After_16:00,0.314257374266,0.702145352261,5.10746948654,1.52128928807,5.86346867494,2.79521077871,7450.0,88.972205529,439.930494418,5891.08766687,52617.7266797,Maybe,251123.928186,20.9745201237,127.856029802,18.2810795726,33435.9971501,30.0,30-45,4.0,639.619315531,5.0,Car,Services_or_Retail,387.139207548,1.0,Yes
Greens,7.0,679.824838791,,Environment,226.608279597,No,,Yes,Female,After_16:00,0.293545209337,0.0271729032975,0.27422568528,3.45444026403,2.54785662284,6.09406920383,4730.0,7.77144646272,527.581746186,4136.00108459,62196.4818488,No,94915.6026962,22.9691477027,239.980143856,36.3123624353,51587.9206615,90.0,Below_30,0.0,826.338865906,12.0,Car,Public_Sector,641.413836833,1.0,Yes
Greens,7.0,611.089823323,63989.1060719,Healthcare,203.696607774,No,314.139281803,Yes,Male,After_16:00,0.193442302989,0.243862379109,6.85644515557,6.9845505897,5.31095585553,2.80502038775,4201.0,21.2366436375,484.583803594,4110.56042522,58888.7124942,No,98683.4883716,22.0132642648,234.817915078,13.2760332199,41706.0046266,80.0,45_and_up,1.0,788.879360458,11.0,Car,Public_Sector,642.680018087,0.0,No
Purples,4.0,287.355187189,43846.1937232,Financial,95.7850623962,No,457.756069959,Yes,Female,After_16:00,0.821214200929,0.979113833047,7.99375826726,2.81831640983,0.722554128151,4.21565553406,4025.0,38.3727978449,391.258527126,5360.07775384,51048.570232,No,209540.619584,19.7802559924,118.405328533,8.63563325256,9280.56324064,60.0,30-45,4.0,658.039474292,12.0,Foot_or_bicycle,Student_or_Unemployed,520.262385765,0.0,No
Greens,2.0,119.347551495,9469.00647283,Healthcare,39.7825171651,No,238.019289567,Yes,Male,By_16:00,,0.0603941944428,4.97415906284,5.35001298646,4.71993124811,6.52559133247,4845.0,7.08261819091,509.469593914,3399.1320835,59217.0515158,No,56653.1822061,22.5714331382,291.146111079,47.6910862373,1632.43118915,80.0,45_and_up,4.0,795.65404348,12.0,Foot_or_bicycle,Student_or_Unemployed,626.658960001,0.0,No
Greens,4.0,154.821599449,16073.3854477,Environment,51.6071998165,No,311.456260074,Yes,,By_16:00,0.446691169403,0.938264731318,4.63698592503,1.55482177157,6.50477608433,6.49903338635,3149.0,36.3631425891,492.750633266,4100.06386727,59437.5487135,No,97005.0019394,22.1979871445,235.020607117,32.93055268,2724.91027271,90.0,30-45,4.0,794.680796621,11.0,Car,Industry_or_other,640.119201348,1.0,Yes
Browns,2.0,80.3017214539,14691.2730081,Social,26.7672404846,No,548.85272976,No,Female,By_16:00,0.613688430982,0.899746800773,1.42138973577,7.86384550622,4.7002120805,7.50379045494,3440.0,68.2169858599,459.87332378,6408.27394516,57603.971484,No,301239.318965,21.4446572316,63.2237867554,89.4139407203,753.252403647,70.0,45_and_up,2.0,718.414942109,7.0,Car,Student_or_Unemployed,499.287355461,0.0,No
Pinks,5.0,453.984119199,49166.3494184,Social,151.328039733,No,324.899136374,Yes,Male,After_16:00,0.990369794657,0.334735473618,3.67866333807,6.60515925149,8.12523427419,1.59270171775,3648.0,93.8404566143,364.394240139,3977.77984401,47304.2899358,No,105559.448816,19.0891131313,226.849621589,59.1524547432,23061.5036492,70.0,30-45,1.0,634.998325553,8.0,Car,Student_or_Unemployed,549.107191581,1.0,No
Purples,1.0,761.029868164,100521.689954,Financial,253.676622721,No,396.259177828,Yes,Female,By_16:00,0.181625199504,0.489268968813,5.16218385426,0.958102324512,3.67226932663,2.16659320286,9295.0,34.7750625573,413.670106668,4789.93199161,48591.9894612,No,157021.336013,20.3388816474,179.962824389,67.3419590574,64615.505538,60.0,Below_30,,602.406729104,8.0,Foot_or_bicycle,Student_or_Unemployed,380.955430639,1.0,Yes
Greens,1.0,436.07358423,46209.8258528,Healthcare,145.35786141,No,317.903864328,Yes,Male,By_16:00,0.963593456894,0.442617803346,8.98523629643,8.58464423567,5.84696769482,8.07020172942,9506.0,97.6082303561,510.981003676,4201.00065063,61006.8531727,No,101062.866955,22.6048889331,230.061727685,24.5203394676,21284.2657351,80.0,45_and_up,2.0,811.76040246,11.0,Public_or_other,Industry_or_other,640.174225438,0.0,No
Blues,10.0,1437.32133173,214692.012764,Healthcare,479.107110576,Yes,448.108592055,Yes,Female,After_16:00,0.780550944153,0.255194665631,4.69917012844,5.03981357208,1.2045401684,4.12223847117,9686.0,1.31730849389,188.732741596,4858.55140374,28811.2348191,Yes,200801.310273,13.7380035521,393.458684226,71.4014116442,230032.730515,80.0,30-45,2.0,347.165314174,13.0,Car,Hightech,264.989975064,0.0,Yes
Browns,7.0,667.166229891,71211.8595602,Environment,222.388743297,No,320.21341775,Yes,Female,By_16:00,0.0808121687733,0.925552129978,,2.80781948706,5.42380068451,4.26283200039,3997.0,54.4480650453,376.402327831,3954.93883316,45103.5121013,No,102536.632907,19.4010908928,234.10397993,86.0178744653,49689.1418884,90.0,Below_30,2.0,578.342084063,8.0,Motorcycle_or_truck,Hightech,415.11729448,0.0,No
Browns,9.0,298.047506516,31843.8947127,Healthcare,99.3491688387,No,320.525023862,Yes,Male,By_16:00,0.920230985852,0.4263856865,5.58311824221,8.58278941596,1.74023699248,7.27003231645,9829.0,6.31146843079,382.250195645,3969.75062991,45322.1991633,No,102736.290922,19.5512197994,235.120786038,78.4490091493,9979.60651779,80.0,45_and_up,1.0,578.105028597,7.0,Motorcycle_or_truck,Industry_or_other,404.054700262,0.0,Yes
Browns,2.0,241.446880393,38331.862352,Social,80.4822934644,No,476.276963566,Yes,Male,By_16:00,0.309184601763,0.957822467433,9.20395145658,2.01051703654,4.07712314976,8.05420136312,5353.0,99.7095871251,484.096637987,5730.96291163,57650.2871624,No,226839.746023,22.0021962083,40.9247139103,0.0675817253068,6567.88185476,70.0,Below_30,2.0,718.659186694,6.0,Foot_or_bicycle,Services_or_Retail,470.689032297,0.0,Yes
Purples,6.0,368.171037194,53547.1460165,Education,122.723679065,No,436.322854927,Yes,Female,By_16:00,0.480410425924,0.820793349063,3.60946037574,4.65912652435,6.20422072941,0.205992197152,5756.0,,408.734171863,5180.69689299,53799.6901095,No,190377.633731,20.2171751702,146.275690203,90.6243185746,15193.8250822,100.0,30-45,1.0,,13.0,Car,Hightech,594.93338377,1.0,Yes
Blues,4.0,1192.76525094,5872.20996586,Healthcare,397.58841698,Yes,14.7695700254,Yes,Male,By_16:00,0.62368899025,0.257510120748,6.8477786635,1.61710588261,7.37092910102,3.10273188399,3486.0,43.0940766819,631.882097914,1411.45989608,60337.0961975,Yes,218.140198734,25.137265124,510.036517729,62.940967083,158484.137734,80.0,45_and_up,3.0,777.463142384,14.0,Car,Industry_or_other,414.584594517,0.0,No
Browns,3.0,168.358023628,27806.5335929,Healthcare,56.1193412093,No,495.489308921,Yes,Male,By_16:00,0.962439632742,0.639021869283,7.41394161712,0.904010203667,3.74660092173,3.54837837163,9119.0,17.3363965005,419.301423205,5793.49593562,52685.1179982,No,245509.655255,20.4768509104,87.6899965219,25.1657365588,3215.49979897,80.0,45_and_up,1.0,659.9133833,8.0,Public_or_other,Industry_or_other,465.986343047,0.0,Yes
Oranges,2.0,428.533019853,47992.7299303,Military,142.844339951,No,335.979220085,Yes,Male,After_16:00,0.133278170135,0.575331464875,8.91962926835,1.12976930803,2.45105322916,5.13538494473,6559.0,94.629829051,489.811417079,4339.41503501,54451.9088157,Maybe,112882.036329,22.1316835573,184.811621564,95.6848644419,20557.349796,30.0,30-45,2.0,682.153169292,6.0,Motorcycle_or_truck,Public_Sector,415.449943824,1.0,No
Yellows,10.0,1307.38629198,86393.994239,Financial,435.795430661,Yes,198.244378349,Yes,Male,After_16:00,0.145123741357,0.0288772904314,5.34962618491,5.89780568378,1.97173787747,8.84685734985,5433.0,51.5218246495,362.630016985,2707.70381747,46348.6337113,Yes,39300.8335472,19.0428468719,348.485175534,74.841377791,190363.452816,60.0,Below_30,3.0,649.845320959,8.0,Motorcycle_or_truck,Industry_or_other,607.307735675,0.0,Yes
Pinks,8.0,124.24665507,29668.1604403,Environment,41.41555169,No,716.353138608,No,Male,After_16:00,0.362081696978,0.606468415353,0.340848339256,0.736659844406,2.97702406067,6.74062521197,3216.0,45.7043625647,682.10173988,8527.73486584,78755.3616612,No,513161.819194,26.1170775524,283.654547202,53.7425365299,1766.66347348,90.0,30-45,1.0,946.596860501,8.0,Car,Hightech,522.139961496,2.0,Yes
Purples,6.0,403.632823543,58184.0312847,Environment,134.544274514,No,432.452673997,Yes,Female,After_16:00,0.411004011519,0.429929218488,2.74848936591,8.17952364683,1.35280219838,3.28427471919,5375.0,43.3754628524,412.987296467,5150.5013329,51440.9610793,No,187015.315247,20.3220888805,111.875690381,99.3630989688,18246.7060791,90.0,Below_30,0.0,655.157353873,15.0,Public_or_other,Services_or_Retail,,0.0,Yes
Blues,10.0,1513.05005075,379479.74173,Social,504.350016918,Yes,752.413460891,No,Female,After_16:00,0.91914048139,0.989242546959,6.77205698565,0.222966445144,9.4834295148,7.56571333623,9199.0,46.6270915233,438.69223372,8401.51907635,56845.5853702,Yes,566126.016129,20.9449811105,282.267488705,11.9748213096,254883.289582,70.0,Below_30,1.0,664.829092034,13.0,Car,Services_or_Retail,389.529471194,0.0,Yes
Purples,3.0,195.630038353,23834.3929134,Education,65.2100127842,No,365.502043256,Yes,Male,By_16:00,0.20750829298,0.0144201563671,5.34202672308,0.974459298886,4.13736031624,1.63564861985,8867.0,93.8223773381,416.943947589,4488.90832774,51465.3750675,No,133591.743624,20.4192053613,159.012366941,5.05361494143,4327.5557801,100.0,45_and_up,1.0,670.415507699,16.0,Foot_or_bicycle,Industry_or_other,517.231501088,0.0,Yes
Browns,9.0,127.148891874,20709.0025702,Environment,42.3829639581,No,,Yes,Male,After_16:00,0.867691005114,0.9432118861,9.45345190354,4.57064050483,5.92056990834,6.98000147473,9263.0,46.0920915706,445.596104842,,54706.5388844,No,238745.785743,21.109147421,64.3892661358,33.1080260919,1848.69859783,90.0,Below_30,0.0,683.645400499,9.0,Car,Services_or_Retail,467.494573338,1.0,Yes
Browns,8.0,563.899773826,96850.8292317,Healthcare,187.966591275,No,515.255549269,No,Male,By_16:00,0.257566088112,0.948492554016,8.32621626323,8.48859964637,9.77168936282,8.14757575514,9144.0,97.011020896,489.643195232,6131.84188315,59569.9110349,No,265488.281052,22.1278827553,19.4055975271,52.8233202174,35529.4060269,80.0,Below_30,2.0,745.228584522,8.0,Motorcycle_or_truck,Industry_or_other,506.048307771,1.0,No
Blues,8.0,1269.79002102,225359.869415,Education,423.26334034,Yes,532.434179711,No,Female,By_16:00,0.88912272267,0.797660486773,5.91665425804,8.60974299954,7.59847947862,4.90549256327,7254.0,17.4437085399,425.22831579,6174.79842869,46416.0169065,Yes,283486.155725,20.6210648559,363.754065356,6.60667829216,179585.118616,100.0,Below_30,2.0,508.696088883,12.0,Motorcycle_or_truck,Public_Sector,145.494373401,1.0,No
Greens,3.0,608.99519505,63258.5052026,Environment,202.99839835,No,311.620710886,Yes,Male,By_16:00,0.352293190546,0.362671773415,3.9105444774,7.08264105255,3.72710401891,2.55117516033,5462.0,31.9958546665,516.30640821,4148.81992529,61550.4994927,No,97107.4674534,22.7223768169,241.31357992,67.1338655986,41421.348131,90.0,Below_30,1.0,820.803811322,15.0,Motorcycle_or_truck,Student_or_Unemployed,649.931945689,5.0,Yes
Whites,1.0,281.164419338,29176.4498053,Financial,93.7214731126,,311.310192172,Yes,Female,After_16:00,0.503359115915,0.595824396703,1.26006598119,8.9980363776,7.07362222252,6.03755030315,6741.0,42.5555662485,300.509162579,3714.12024688,41740.7570445,No,96914.03575,17.3352001021,277.413257463,19.1920113051,8887.43599551,,45_and_up,3.0,571.322977956,7.0,Car,Hightech,539.467424835,2.0,Yes
Greys,1.0,115.370624498,16258.3237958,Foreign_Affairs,38.4568748327,No,422.767681111,Yes,Male,After_16:00,0.312619625125,0.780141494237,9.65545099229,5.4738971265,5.59286254924,5.85651894566,7645.0,25.4274466075,389.420501894,5006.5178149,48655.3706266,Maybe,178732.512192,19.7337401902,144.390374999,63.0140605848,1527.38809673,40.0,45_and_up,5.0,616.987391472,8.0,Foot_or_bicycle,Hightech,448.464343313,0.0,No
Browns,5.0,648.518246288,75033.0343591,Environment,216.172748763,No,347.097563354,Yes,Female,By_16:00,0.649442409631,0.0516728186049,4.31378871202,3.73275835766,6.51177642634,8.24107531691,3008.0,82.9092154512,396.46720138,4263.9100363,47312.5755575,No,120476.718486,19.9114841582,200.649362179,82.2113709524,46956.8300564,90.0,45_and_up,4.0,602.281126058,9.0,Foot_or_bicycle,Student_or_Unemployed,421.50177696,0.0,Yes
Browns,8.0,60.5326225964,10501.300031,Healthcare,20.1775408655,No,520.444988863,No,Female,By_16:00,0.695839059772,0.953033125959,6.25697065378,0.331673496403,9.23645409057,7.76967379032,4089.0,75.3894451307,441.488674818,6087.42723826,55211.4472501,No,270862.986432,21.0116318933,65.0637252444,23.5287964577,437.310696243,80.0,45_and_up,2.0,689.488403048,8.0,Car,Student_or_Unemployed,480.208193652,0.0,Yes
Browns,10.0,308.277584705,34576.0168273,Environment,102.759194902,No,336.476135886,Yes,Female,After_16:00,0.274231271818,0.326428825734,4.64128258871,2.14642731473,5.51973403664,2.50910665141,3554.0,68.372511561,,4129.05261463,45891.6677646,No,113216.190021,19.548545416,217.840435367,29.0097435471,10672.2113317,90.0,45_and_up,2.0,586.272661812,9.0,Foot_or_bicycle,Hightech,417.387966258,0.0,No
Browns,3.0,577.678954506,89921.5528392,Financial,192.559651502,No,466.980242942,Yes,Female,After_16:00,0.674162071897,0.835058094002,4.1202909383,2.02620654367,4.82266781386,8.80511543714,4252.0,10.0261987653,438.58313926,5546.96870794,53140.4283787,No,218070.547298,20.9423766383,92.1296755279,48.2303010067,37281.7790381,60.0,Below_30,1.0,661.316612843,5.0,Car,Hightech,439.787526429,0.0,No
Blues,4.0,1193.87884756,126752.714885,Social,397.959615854,Yes,318.506476125,Yes,Female,By_16:00,0.873923378298,0.158105233451,2.47556960909,2.59014435112,6.476699505,8.86261330685,3855.0,15.8116115024,611.236890586,4407.53854242,54905.9984741,Yes,,24.7232055079,519.825826982,11.2321060849,158779.815466,70.0,Below_30,2.0,594.84291725,11.0,Car,Student_or_Unemployed,25.7581362197,1.0,No
Browns,2.0,467.214111628,72645.0753919,Healthcare,155.738037209,No,466.456857256,,Female,By_16:00,0.579015204916,0.622547828825,9.711905804,6.86621285044,4.0084266616,8.37987083709,9103.0,99.817629368,418.060304074,5500.68918071,51913.538002,No,217581.999682,20.4465230314,97.9042122602,75.2692149021,24420.074271,80.0,Below_30,1.0,652.007505104,7.0,Motorcycle_or_truck,Hightech,458.215091424,0.0,Yes
Pinks,2.0,228.206695498,53509.3236964,Environment,76.0688984993,No,703.432345571,No,Male,After_16:00,0.976515719201,0.224254882662,7.99508060794,3.06759347441,9.07255902886,0.305460053496,4639.0,95.3859205358,652.616408192,8339.5562721,75731.5945385,No,494817.064796,25.5463580221,254.330913855,21.9381170115,5872.54621739,90.0,Below_30,3.0,909.087828199,8.0,Car,Services_or_Retail,502.779652538,0.0,No
Purples,2.0,466.768574396,71178.1630394,Social,155.589524799,No,457.474004959,Yes,Female,By_16:00,0.794382585445,0.567386407172,3.07233874919,0.319289898034,8.59535648255,6.7692625639,9775.0,9.01492575649,487.609381029,5549.95881165,59577.3536214,No,209282.465214,22.0818790194,71.5211459973,30.6268369779,24373.6897519,70.0,Below_30,1.0,762.672909829,9.0,Motorcycle_or_truck,Public_Sector,556.154132814,1.0,No
Pinks,9.0,76.7133734106,18290.809922,Healthcare,25.5711244702,No,715.291575984,No,Female,By_16:00,0.0993944443762,0.611595036229,4.85337603604,0.714890025556,9.33620127616,7.46174117317,5951.0,71.7019179137,668.615757124,8490.14727409,76279.226873,No,511642.038673,25.857605402,276.066147525,82.3135647923,689.453531141,80.0,30-45,4.0,904.370502301,7.0,Foot_or_bicycle,Public_Sector,462.174326583,1.0,Yes
Greys,1.0,442.740352366,58842.3714761,Foreign_Affairs,147.580117455,No,398.714762467,Yes,Female,By_16:00,0.0474712555297,0.515975726768,0.614107665606,7.37341803964,9.97667436022,5.53738479037,5053.0,29.0464265971,374.496781889,4736.14118845,46830.5636886,Maybe,158973.461809,19.3519193335,172.492780813,20.7305207849,21937.4711856,40.0,45_and_up,2.0,596.324453328,7.0,Motorcycle_or_truck,Hightech,438.811746762,1.0,No
Greens,1.0,273.081994253,28145.9534847,Healthcare,91.0273314176,No,309.203324391,Yes,Female,After_16:00,0.165287164971,0.0608852568548,0.494852911215,0.754440489691,1.50233101798,8.94524753559,6472.0,58.4167966852,527.757409546,4147.548063,63605.1713461,No,95606.6958143,22.9729712825,278.683368073,4.14331073407,8387.00239642,80.0,Below_30,3.0,856.513350331,13.0,Car,Industry_or_other,701.222698602,1.0,Yes
Browns,2.0,273.441970638,30238.3211061,Social,91.147323546,No,331.752156067,Yes,Male,After_16:00,0.909074228723,0.794731665403,0.801750377286,6.51450663572,7.34569773311,7.40223208908,9630.0,94.2773341201,363.523626348,4044.56881337,43903.8790641,No,110059.493055,19.0662955591,238.931996436,46.0087365704,8408.98191314,70.0,Below_30,5.0,559.959572867,7.0,Public_or_other,Public_Sector,399.226187094,2.0,Yes
Pinks,6.0,432.524633518,104077.109048,Education,144.174877839,No,721.881028153,No,Female,By_16:00,0.807338406332,0.143538853852,5.20361327566,4.95320126181,2.86491360981,1.00597297307,4148.0,17.8587369854,646.131088926,8511.07245938,75514.1120032,No,521112.218807,25.4191087359,265.688780819,51.7610242823,20940.5702778,100.0,30-45,2.0,904.828852642,9.0,Car,Hightech,,1.0,No
Pinks,8.0,429.557265276,99221.5798307,Healthcare,143.185755092,No,692.957059639,No,Male,After_16:00,0.754498094087,0.872201200109,1.83079619426,3.42618060298,7.20252544619,5.73679368012,4724.0,60.4511477286,630.981197884,8191.53299216,73352.6054822,No,480189.486504,25.1193391212,233.88105205,10.8697238611,20655.3462163,80.0,45_and_up,2.0,878.349210965,7.0,Foot_or_bicycle,Student_or_Unemployed,482.34085381,0.0,No
Greens,6.0,437.64770246,45374.7539366,Healthcare,145.882567487,No,311.036162294,Yes,Female,By_16:00,0.712587146321,0.57575358171,4.93487051688,1.25153233297,8.00630850485,1.96739798877,9356.0,50.4477593815,494.254210482,4098.8700439,60163.5952267,No,96743.4942545,22.2318287705,252.094459426,14.5580997923,21437.606064,80.0,Below_30,3.0,809.315962819,10.0,Motorcycle_or_truck,Industry_or_other,666.767114311,5.0,Yes
Purples,10.0,719.988550771,98705.2119803,Social,239.99618359,No,411.278256611,Yes,Female,After_16:00,0.50925398292,0.590624195524,2.28540867334,0.270419665612,7.70525477128,0.859190518968,9394.0,78.4441228025,400.911833161,4914.60623243,50593.4067287,No,169149.804361,20.0227828526,133.009672029,22.270914726,57848.1643214,70.0,Below_30,2.0,652.573034493,11.0,Foot_or_bicycle,Student_or_Unemployed,501.249117975,2.0,No
Reds,3.0,1006.60576862,149502.668127,Foreign_Affairs,335.535256205,No,445.564707022,Yes,Male,After_16:00,0.91676585516,0.147898775758,0.0438348134048,4.6643636073,6.68163720053,9.62269603508,4154.0,51.8193776486,366.662612023,5188.97229427,47263.641023,Maybe,,19.1484362814,152.367656237,23.163767904,112929.443413,40.0,Below_30,3.0,599.683952866,10.0,Public_or_other,Services_or_Retail,450.262262686,0.0,No
Greens,1.0,655.818896593,60023.509737,Financial,218.606298864,No,274.573560089,Yes,Female,By_16:00,0.247089701705,0.18324740557,9.29306699894,4.71904242877,5.58429977624,5.39155396633,5401.0,20.9431112977,500.795673838,3747.32694857,58837.9470997,No,75390.6398999,22.3784645103,,36.2049990101,48017.320202,60.0,Below_30,4.0,784.837433575,10.0,Public_or_other,Public_Sector,613.327942223,,Yes
Blues,10.0,2217.38077926,467490.624176,,739.126926422,Yes,632.490317244,No,Male,After_16:00,0.886972960085,,1.51934430702,2.39915867802,6.22944003902,1.10261734575,5228.0,48.7284822855,364.749796207,7054.40276486,45897.2726624,Yes,400044.001408,19.0984239195,306.203759208,39.5494346274,547057.740288,60.0,30-45,,521.196752065,8.0,Motorcycle_or_truck,Services_or_Retail,259.345807509,0.0,Yes
Greens,4.0,145.436701256,14535.17078,Financial,48.4789004185,No,299.82467949,Yes,Male,After_16:00,0.141990854638,0.740404726937,5.02472218126,9.94045831496,8.07818396948,9.51345873764,4003.0,8.13239233103,503.860073742,4005.96694239,,No,89894.8384316,22.4468276988,245.329649358,77.1325579612,2408.68268621,60.0,30-45,2.0,804.346550793,12.0,Public_or_other,Student_or_Unemployed,641.780032952,1.0,No
Greens,3.0,656.504499575,64512.7565161,Education,218.834833192,No,294.801131863,Yes,Female,After_16:00,0.312116130488,0.64851480606,8.41178825591,,2.96628174605,1.49732968071,5522.0,17.0802569017,533.374434218,4014.76018707,63546.0049324,No,86907.707348,23.0949006107,281.475534701,54.9587064888,48117.5190513,100.0,45_and_up,0.0,854.39603775,12.0,Motorcycle_or_truck,Student_or_Unemployed,689.757867535,1.0,No
Browns,,392.822788784,39879.9613969,Education,130.940929595,No,304.564520203,Yes,Male,By_16:00,0.299977672054,0.411235875683,8.57533559436,3.93781065941,7.95503381873,7.76920410804,4954.0,47.7287320653,374.508825028,3794.66285208,44218.1033634,No,92759.5469663,19.3522304923,254.981541289,40.5196473002,17286.4679727,100.0,45_and_up,3.0,564.901362322,9.0,Motorcycle_or_truck,Public_Sector,394.773935553,0.0,No
Yellows,10.0,1134.74337537,95200.7557976,Education,378.247791789,Yes,251.688860752,Yes,Male,After_16:00,0.200669173617,0.239755082875,4.44860283984,9.86909679836,5.61945332913,4.95434212964,6578.0,66.067064018,576.324206221,3669.53701997,64445.6398831,Yes,63347.2826269,24.0067533461,282.63417085,71.2687091902,143459.639785,100.0,Below_30,3.0,849.534427166,12.0,Motorcycle_or_truck,Public_Sector,611.347510984,1.0,Yes
Purples,3.0,995.499808262,130583.559534,Environment,331.833269421,No,393.521601259,Yes,Female,After_16:00,0.819795128657,0.515444385819,1.21038855752,7.32255994575,0.0531233451329,2.67672362505,3663.0,94.6838005213,442.363276353,4819.9425653,50805.2269433,No,154859.250658,21.0324339141,170.888787401,42.7928766701,110455.151964,90.0,30-45,1.0,627.181230879,11.0,Motorcycle_or_truck,Services_or_Retail,,0.0,No
Pinks,1.0,356.245243279,84660.963588,Education,118.748414426,No,712.943949585,No,Female,After_16:00,0.229335616576,0.540371466428,1.49450220866,7.08254544297,0.648820488714,5.85194641491,8274.0,41.8974015629,659.14645258,8447.73240101,76233.3125636,No,508289.07525,25.6738476388,265.893290411,38.2499408443,14229.9343432,100.0,Below_30,2.0,911.951185198,11.0,Foot_or_bicycle,Public_Sector,494.849965835,2.0,Yes
Reds,4.0,379.912357441,62286.1890367,Other,126.63745248,No,491.846509992,Yes,Male,By_16:00,0.317912324797,0.0308041663375,4.74123115186,9.79193391744,4.13993872702,7.22396448255,3317.0,60.9476974234,376.577808788,5671.6207175,49779.6927935,Maybe,241912.989391,19.4056128166,124.021128484,24.3643417954,16173.6818232,50.0,45_and_up,1.0,633.584622834,11.0,Motorcycle_or_truck,,490.95988785,0.0,Yes
Blues,1.0,1086.12088435,,Education,362.040294783,Yes,410.480989923,Yes,Male,By_16:00,0.233517936897,0.620904911309,5.61158763245,6.09668606659,3.24599340325,3.08609860949,,1.74707989208,483.674753218,5072.15940567,59330.6602156,Yes,168494.643088,21.9926067854,130.719573315,32.204491389,131445.215341,100.0,30-45,1.0,,16.0,Foot_or_bicycle,Hightech,593.847962152,4.0,No
Greens,9.0,154.753657038,14441.0459797,Education,51.5845523459,No,279.94904139,Yes,Female,By_16:00,0.675976661034,0.832899819594,9.39391170396,6.20713323588,4.45888848277,7.94841051335,9507.0,20.5769672059,502.566580802,3804.6235755,59709.8519158,No,78371.4657749,22.4179968062,261.417955479,88.0403935444,2722.55059307,100.0,45_and_up,2.0,800.856821383,15.0,Public_or_other,Services_or_Retail,641.103989044,0.0,No
Greens,4.0,410.11314172,36752.9105686,Healthcare,136.704380573,No,268.84954538,Yes,Female,After_16:00,0.448954153107,0.114265391603,9.48420056375,7.1618992649,0.506440747995,0.854527021293,3847.0,66.8201357359,458.553548769,3605.60255133,55483.8952221,No,72280.0780508,21.4138634713,263.112948365,62.5697325449,18834.7920485,80.0,30-45,3.0,,12.0,Motorcycle_or_truck,Hightech,618.659523876,1.0,No
Purples,2.0,189.333689575,23510.4411985,Social,63.1112298584,No,372.52389553,Yes,Female,By_16:00,0.329165509902,0.673177396879,6.95938189281,6.54335570289,3.86712857988,9.09334812546,6572.0,63.372948044,494.255087002,4713.7491293,57849.0858615,No,138774.052741,22.2318484837,129.271273909,60.6187717058,4056.13856409,70.0,30-45,1.0,742.424852144,13.0,Foot_or_bicycle,Student_or_Unemployed,520.685768579,0.0,No
